CustomerService,FiturAplikasi,UserExperience,Verifikasi,content
0,-1,-1,0,Aplikasi taik lah gk bisa di pakai mau daftar pun gk bisa. Kayak mana lah yg bikin aplikasi ya
0,0,-1,0,"Gak bisa tersambung terus nih, udah pakek wifi data, kok masih gak bisa tersambung, why?"
1,1,1,0,"di era yang serba digital ini,LinkAja sangat membantu dalam berbagai transaksi baik kapanpun maupun dimanapun sehingga sangat memudahkan bagi para milenial yang anti ribet"" club' Semoga pelayanannya bisa dipertahankan dan ditingkatkan lagi"
0,-1,-1,0,"Belum pernah daftar.. Sekali daftar, sudah di bilang lama gak aktif, minta reset pin.. Ikuti reset tetep gak bisa, alasan cek internet.. Mohon petunjuk.."
0,-1,-1,0,"Saay ini Saya mengalami kendala pada saat mengisi Pulsa di linkaja sudah beberapa hari belum terkirim masih saja pending, mohon untuk di perbaiki pelayanan nya."
0,1,1,0,"Untung ada Linkaja, gak perlu bawa bawa uang cash soalnya ada ewallet yg lebih aman dan prakris buat pembayaran"
-1,-1,-1,0,Saya isi BBM pake my pertamina... Saat di bayar tulisannya gagal dan saya bayar kedua berhasil.... Waktu buka di aplikasi ini sudah terpotong 2 kali pembayaran saya. Gimana sih?? Chat CS sdh ampir sejam ga di balas.....Aplikasi penipu ini di live chat di bilang saldo akan dikembalikan dalam waktu 3 hari kerja dan ini udah 2 minggu saldo tidak dikembalikan....kalo gak bisa balik bilang aja gak bisa..jgn bilang bisa padahal nihil tindakannya.
0,1,1,0,"Aplikasinya lengkap sangat membantu dan memudahkan saya untuk melakukan berbagai macam transaksi dan sangat menghemat waktu dan juga praktis. Dari bayar token listrik, pulsa, internet, hingga berbagi uang keteman atau saudara. Serta banyak keuntungan dari voucernya. Bagus bangett, semoga bisa terus mengembangkan aplikasinya agar lebih memudahkan lagi"
-1,-1,-1,0,"Sy pengguna sjk pertama launching, semakin kesini makin kecewa. Kalo ada kendala Linkaja tidak ada cs yg responsif. Semuanya serba mesin penjawab. Tidak ada live chat dg operator manusia, live chat kok cm pencet2 menu, Cs lwt email gak bs, lwt medsos gak bisa juga. Mungkin bisanya cm pake telp yg biayanya ditanggung user. Kalo gini trs gak recomended dipake. Sorry"
0,-1,0,0,"Tolong diperbaharui lagi/dibetulkan aplikasinya, agar dapat dengan mudah login ataupun untuk reset pin yang lupa selama nomor telepon/email yang didaftarkan masih aktif."
0,1,1,0,"Seneng banget pake Link Aja, semua serba mudah Link Ajaa. Kalau dompet ketinggalan bisa pake Link Aja!! fiturnya juga lengkap banget dan ga bikin ribetð¤©ð¤©"
0,-1,-1,-1,"Jelek banget apknya, masa udah 3 Minggu upgrade full service tapi belum bisa. Jadinya enggak bisa buat narik saldo. Nyebelin banget."
0,1,1,0,Aplikasi yang memudahkan hidup saya. Karna saya bisa bayar dan beli semua kebutuhan saya di aplikasi LinkAja . Tampilan aplikasinya menarik dan mudah .
0,0,-1,-1,"Maaf ini sudah Daftar ke Pelayanan Full Service tapi sudah 4 harian belum di Terverifikasi pengajuan Full Service nya, kira kira berapa hari yah untuk ter Verifikasinya ? Terima Kasih ,,"
-1,-1,-1,0,"Topup via bank tp saldo tidak bertambah, tlp ke cust service mlh habis pulsa tp tidak memecahkan maslaah. giliran live chat antri trus. mohon dong tingkatin layanan nya kok seperti ini ya responnya? ga lgi deh kayaknya sy top up simpan uang dsini"
0,1,1,0,"Apk linkaja ini sangatt baguss dan rekomended bgtt buat dijadikan alat transaksi, begitu pula dengan tampilan juga bagus gak ribet, fitur"" nya mudah dimengerti"
0,-1,-1,0,"Sistemnya diperbaiki dong, setiap bayar pake MRT selalu ga bisa tf jga ga bisa ujung2nya duit ngga bisa di apa2in"
-1,0,-1,0,"Bagaimana ini paword saya minta di riset, tp ngk jelas caranya ribet sekali. Di call center udah habis pulsa saya masih juga ngk bisa nyambung. Mana saya udah top up ke apk link aja nya. Payah banget siih pelayanannya.. Tolong tanggung jawabnya."
0,1,1,0,Aplikasi yg sangat recomended apalagi di era cashless seperti sekarang. Pembayaran apapun jadi lebih mudah dan praktis
0,-1,-1,0,"Sudah kasih bintang 5, tp aplikasi kq error terus habis di sing out g bs log in lagi, sampai pakai banyak cara tetep g bs log in lagi, payah"
-1,-1,-1,-1,Kenapa upgrade nya lama benar sampai sekarang punya saya belum ada di setujui Di tolak juga nga ini nama nya mati nga mau hidup juga nga mau..sangat sangat mengecewakan aplikasi ini.bagus hapus aja dari play store dari pada di persulit.castomer servis nya juga di hubungi tida ada respon
-1,-1,-1,0,"Kecewa beli token listrik 100ribu, sampai saat ini transaksi sukses tapi gk ada nomor token, gk ada yg bisa dihubungi dari pihak linkaja ny, kecewa dan gk mau lgi .."
-1,0,-1,0,"Aplikasi ini harap kasih rating paling kecil aplikasi gajelas duit saya di makan aplikasi ini sudah live chat belum di respon sama agent sudah di akhiri begitu saja tanpa ada respon sama sekali telfon cs juga tidak terhubung dan mengadu ke email tidak ada respon, jangan donwload apalagi sampai menggunakannya"
-1,-1,-1,0,Akun saya tidak bisa di akses dan menghubungi call center oun tidak bisa gak jelas banget nih aplikasi
1,-1,1,0,Kekurangan pasti ada semisal biaya Transfer antar Bank kl bisa di buat lebih Murah lg agar bisa bersaing dgn Aplikasi sejenis utk layanan yg lain nya sy bilang Simple Banget & Pantas dpt Bintang 5
0,1,1,0,"Link recomended banget untuk transaksi karna penggunaannya mudah,cepat dan terpercaya juga"
0,1,1,0,"LinkAjah banyak fitur nya untuk Bertransaksi, sangat membatu sekali di jaman ini"
0,0,-1,-1,Bolak balik daftar bolak balik selfi bolak balik buka tutup tapi ttep aja GK bsa terdaftar padahal foto sama data diri sudah sesuai tapi ttep GK bsa d daftarin suruh nunggu besok lagi suruh nunggu besok lagi sudah nunggu besok lama masih ttep GK bsa gmna bantu proses
0,1,1,0,"Wah nggak nyangka ternyata aplikasi LinkAja ini sangat rekomended banget lo buat transaksi, fitur fiturnya juga sudah lengkap sehingga dalam proses pemakaiannya itu tidak ada hambatan"
0,1,1,0,"Aplikasi bagus dan sangat menbantu, mudah digunakan juga. Bisa untuk semua ewallet dan membantu. Bagis. Semoga bisa lebih baik lagi"
0,-1,0,0,"Kenapa ini??? Tiba-tiba log out, trus log in lagi ga bisa. Padahal nomor sudah bener. Notifikasi nya unrecognized request"
0,1,1,0,"untuk jaman skrg yg serba cashless, apk ini membantu bangettt sihhh, fiturnya juga banyakk dan gampang dimengerti org awam dan pastinya ga ribett"
0,-1,-1,0,"Beli pulsa ga masuk padahal sudah dipotong saldo nya,sudah 10x24 jam,aplikasi ga jelas,alias sampah sudah 20x24 jam balekkan uang nya itu"
0,-1,-1,0,"Akun tidak dapat diakses terus dalam beberapa hari ini, padahal sudah update aplikasi, kesal dengan hal ini, mohon bantuannya dan solusinya"
0,1,1,0,aplikasi link aja sangat membantu dalam setiap hal apalagi dalam transaksi jadi mudahh
0,-1,-1,0,"Kenapa setelah meng. Update apli kasi ini ke Versi Full servis ,Malah Tidak bisa. Bayar tagian listrik"
0,-1,-1,0,"Aplikasi sangat"" MENGECEWAKAN yg prnah saya temui ð,, Upgrade ke full service udah 1 bulan tidak dikonfirmasi/ditanggapi. ð¡"
0,1,1,0,"Aplikasi ini sangat membantu dan mudah diakses, rekomended banget buat sekarang yang serba cashless."
-1,-1,-1,-1,"Upgrade ke akun full servicenya lama banget prosesnya, cs susah dihubungin, minta tolong segera di verif, uang saya jadi ngendap di dalam ga bisa ditarik"
-1,1,-1,0,"Saya top up e-money statusnya sukses, saldo sudah terpotong, setelah itu saya update saldo selalu gagal dengan keterangan gangguan, sudah update di ATM juga keterangannya tidak ada pending top up, saya coba hubungi cs via live chat di aplikasi tetapi tidak ada balasan sama sekali, via email juga suruh ke live chat dan telp ke call center 150911, sudah saya telp berkali-kali sampe habis pulsa 25 rb, tp gk bisa nyambung sampai ke cs nya, tolong konfirmasinya ini gimana solusinya, terimakasih."
-1,0,-1,0,"Kecewa, akun saya tidak bisa di akses n untuk pengaduanx susah.. Mana saldo masih ada ð¢, kecewa kecewa"
0,-1,1,0,Semakin Mudah Dengan LinkAja ð Jangan Ambil UNTUNG Yang TERLALU BANYAK. Perbanyak Lah PROMO !!! Guna Menarik Perhatian Pelanggan. INGAT !!! Pesaing Anda Sudah Banyak Bermunculan Dengan PROMO Yang Lebih Menarik Perhatian Pelanggan. TERIMA KASIH Sukses Selalu Untuk Aplikasi LinkAja
-1,-1,-1,-1,"Udah hampir 2 minggu belum selesai upgrade akunnya. Pdhl uangnya buat bayar perkuliahan, untuk apa gunanya ada akun upgrade begitu jika hanya mempersulit costumers. Fitur live chat sangat tidak efektif karena tidak bisa mengetik keluhan pribadi masing masing. Semua sudah diatur dalam aplikasi. Kasihan pengguna yg uangnya segera dipakai/digunakan. Cari uang gk gampang! Tolong segera upgrade akun sayaðð¼"
0,1,1,0,Pembayaran jadi mudah pakai LinkAja. Aplikasinya juga mudah digunakan.
0,-1,-1,-1,Aplikasi buruk udah upgrade tapi belum berhasil mau transfer uang gak bisa buruk sekali
0,0,-1,-1,"Aplikasi lemot,masa upgrade ke full service sampe 3 hari 4 malam masih belum juga,,sibuk banget kayaknya seluruh Indonesia upgrade barengan,,sori nanti klo pas saldo abis langsng UNINSTALL"
0,0,-1,-1,aplikasi nya kenapa yaa buat upgrade full service udah 4hari gaa di acc acc:') tolong dong acc upgrade full servicenya dipercepatttttttt!
-1,-1,-1,0,"Apliksi dompet online pertama yg bikin uang saya gak bisa diambil aplikasi ini pengen ganti pin aja selalu kagak bisa kampretlah uang saya hilang klo gak bisa gak ada tanggung jawab sama sekali udah saya hubungin semua di telpon, fb, ig, wa, email kagak ada yg mau tanggung jawab klo gak bisa jaga uang pelanggan gak usah bikin aplikasi bos"
-1,-1,-1,-1,"pelayanan sangat tidak bagus, upgrade full service nya lama proses nya. mau tarik saldo gk bisa uang saya gk bisa diambil atau pun ditransferin cs nya sangat tidak respon keluhan. sayang bgt uang nya lumayan klo buat beli susu anak mh dpt 5 dus. bnr bnr kesel sma nih aplikasi ð¤"
-1,-1,-1,0,"Saya sudah beberapa kali tf dari mbanking ke link aja aman"" saja, baru kali ini saya tf tapi saldo tidak masuk"" padahal posisi lagi butuh dana, di pusat bantuan juga sangat tidak membantu, uang di atm udah berkurang tapi saldo di link aja belum masuk"
0,1,1,0,"Aplikasi yang sangat keren membantu banget untuk segala pembayaran menjadi lebih mudah, semoga makin disempurnakan untuk jadi lebih baik."
0,-1,-1,-1,"Ini gimana sih sya kn isi saldo ke link ajh dgn jumlah banyak, terus mau saya tarik saldonya ke mbanking malah upgrade ke full service dulu, pdhal ak udh daftar ke ugrade full service udh lebih dr 24 jam loh tp gk bisa2 terus, tolong dong kebijakannya, kn lumayan itu uangnya mau saya tatik lagi gk bisa2"
0,1,1,0,"saya suka aplikasi linkaja proses nya mudah banget dan ga ribet satsetsatset, recommended buat yang ga suka ribet sih ini cocok buat dijadikan transaksi, mantappp!!!!"
0,-1,-1,-1,"Aplikasi ga guna,no hp belum terdaftar malah d bilang udah terdaftar dan anehnya lagi di suruh masukan PIN giliran mau reset PIN udah ga bisa,makan tu saldonya uninstal aja aplikasinya"
0,1,1,0,Aplikasinya bagus banget! Memudahkan untuk segala payment. Beli pulsa gampang banget gaperlu ribet pake aplikasi ini. Keren
0,-1,-1,0,"Masuk akun gagal terus, terkunci, padahal sudah top up dan berhasil, pas log in malah gagal terus."
0,-1,-1,-1,"Sudah isi saldo tapi tidak bisa di gunakan, sudah di upgrade ttp tidak bisa di gunakan, sedah 1 minggu lebih di upgrade... Ttp belum bisa di gunakan..."
-1,-1,-1,0,"kenapa tidak bisa mengakses akun link? Mau menghubungi Call Center, harus update versi terbaru. Udah diupdate berkali-kali, sampe dicoba uninstall trus install ulang, tetep aja gabisa akses akun link aja. Gimana caranya ini"
0,1,1,0,"Aplikasinya baguss, sangat bermanfaat utk zaman sekarang yang bayar apa2 lewat hp, top upnya juga mudah bisa lewat transfer bank maupun alfa/indomaret, topp dehðð"
0,1,1,0,"Cara berkirim uang yg praktis , mudah,& murah ðberbayar2 jg simple no ribet..ð"
0,1,1,0,"Link aja sangat membantu dijaman sekarang, tidak perlu repot lagi membawa uang cash yang banyak tinggal cukup bayar lewat link aja"
0,1,1,0,"Mantappp link aja,sukses selalu...proses cepat,biaya layanan murah,banyak fitur terbaru.."
0,-1,-1,0,Aplikasi nya susah buat di upgrade jadi gk bisa kirim pdahal KTP dh masuk tapi verifikasi wajah nya gk bisa masuk dasar payah.. jangan download dah yg blm tau
0,1,1,0,"Aplikasi ini memudahkan saya untuk melakukan berbagai transaksi.. terutama buat isi ulang pulsa, jadi tinggal pencet-pencet aja trus kebayar dehh.. kebantu banget pake aplikasi ini, terimakasih..."
0,-1,-1,-1,"Aplikasi yang sangat buruk, saya sudah menunggu 5 hari tapi masih aja basic, uang saya tidak bisa digunakan danterkunci, silahkan temen2 jika ingin menggunakan tapi jangan menyesal"
0,-1,-1,-1,Proses upgrade ke akun full servis nya lama kcewa bnget.. Dana sdah masuk tpi gk bisa d transfer dan d tarik..
0,1,1,0,"Sangat rekomended, fitur-fitur yang ditampilkan sangat menarik, caranya mudah dipahami dan dimengerti, mempermudah kita dalam transaksi, banyak keuntungan ketika menggunakan aplikasi ini, pokoknya aplikasi ini sangat membantu banget untuk kita semua."
0,-1,-1,-1,"Utk upgrade service lamanya bukan maen, mau tarik saldo ga bisa, katanya upgrade service 24 jam lah ini 2 Minggu ga bisa bisa Tolonglahhhhh!!! Ya Allah"
0,1,1,0,"So far ini aplikasi yang paling membantu, sih. Buat bayar token listrik, internet, dll jadi mudah dan simpel banget. Terus fiturnya juga memudahkan banget sih, ga bikin bingung bagi pengguna awal kaya saya. Mantap banget!"
-1,-1,-1,0,"Akun saya tidak bisa diakses, sudah mencoba di email belum ada respon dan sudah ke chat cs masih belum ada respon padahal sudah menunggu semalam 30menit di live chat nya"
0,1,1,0,"Aplikasinya bagus bener, biasa saya pake buat naik krl ga perlu ribet tap2 lagi atau bawa kartu."
-1,-1,-1,0,"Link aja saya tibaÂ² diblokir dan tidak dapay diakses mohon donk enak kalo gak ada duitnya tak biarin aja ,la ini diblokir ada duitnya tolong donk kalo maen blokir aja ganti atau kebalikan uang saya,suruh lapor tapi gak ada yg respon pesan otomatis semua apalah link aja kecewa saya sebagai pelanggan yang banyak belanja menggunakan link aja tapi malah diginiin gak ada respon gak usah buat aplikasi kalo mengecewakan pelanggan...."
-1,-1,0,0,"Aplikasi tidak dapat digunakan, untuk menghubungi call center aja susah banget"
-1,-1,-1,0,"Baru kali ini transfer dana ke aplikasi dana, status sukses, dana terpotong tp di penerima uang tidak sampai. Sudah krm komplain via email rp bm ada respon. Audah hub call centre tp sibuk terus"
0,0,-1,-1,"Kk caranya login Linkaja bisa, gak? Karena, sering vertikasi Email trs menerus!"
0,-1,1,0,"Aplikasi sebenarnya enak di pake sayang mau ganti no TLP susah,tidak seperti ewallet yang lainnya di berikan kemudahan untuk mengganti no TLP.kapan linkaja bisa seperti ewallet yg lain di tunggu pembaharuan yang baru semoga kedepannya bisa mengganti no tlpn . Terimakasih"
0,-1,-1,0,"Kenapa saya reset pin gagal terus, tdk ada koneksi padahal sinyal kenceng ribet dan gak jelas bgt nie aplikasi.."
-1,-1,-1,0,"Aplikasi busuk udh top up saldo ga masuk, pas log in malah ga bisa, komplain ke cs malah ribet dan susah"
0,1,1,0,"mantapppp,, saya pakai linkaja udah lama, belum ada gangguan atau kendala dalam aplikasi, transfer dalam hitungan detik langsung masuk terkirim, mantap lah, cuma mau kasih masukan, coba dong tambah menu baru,""menu pinjaman,payletter dsb"", makin mantaaappp kalo ada,,ðð"
0,-1,-1,0,"Mau riset pin.kok gk bisa2.ket koneksi la aq d rmh pkai wifi kok, coba jlaskn.kalau tdk saya gk mau menggunkn metode ini.."
-1,0,-1,0,"akun tidak bisa di akses maka sudah top up,,, kasih solusi donk biar bisa di tarik lagi itu uangnya... hubungi customer servis tidak ada tanggapan"
0,1,1,0,aplikasi nya keren dan sangat bermanfaat. bener bener ngebantu banget di zaman cashless ini ðððð
0,1,-1,0,"Sdh bagus , cuma biasanya tdk bisa transaksi kalau masih pagi sekali"
0,1,1,0,Dompet digital yang praktis buat transaksi dan gk ribet. Buat bayar olshop atau isi pake data juga bisa. Top ð
0,1,1,0,"Link aja emang paling best deh, aplikasi paling mudah buat transfer ðð"
0,1,1,0,"Aplikasi ini sangat membantu banget dalam transaksi pulsa, data, token listrik, token air. Fitur yang disediakan mudah digunakan dan tidak ribet. Pokoknya sangat rekomended"
0,1,1,0,"Fitur bagusss,selama ini engga ada kendala ,selama menggunakan apk ini udh 1 taun lebih ...saldo aman aman aja engga ada yg aneh2. masalahnya: Kenapa harga pulsanya mahaal apalagi telkomsel?"
0,-1,-1,0,"Setelah di update jelek, gak bisa transaksi... gmn..."
0,-1,-1,0,"Min balek kan uang saya, saya sudah top up tapi saldonya nggak masuk2, dari pihak bank sudah menyatakan sukses dan menunjukkan bukti transaksi.. Ini sudah 2 hari.."
0,1,1,0,Mudah digunakan bisa untuk bnyk pembayaran. Yg sering pake di pombensin Pertamina banyak cashback. Mantep
-1,0,-1,-1,"Parah! Yang baca komenku, plis jangan install apps ini kalo gak mau nyesel. Kenapa? Upgrade full service gak jelas!! Disuruh livechat eh malah chatan sama bot. Ini merugikan banget, karena uangku jadi ketahan di aplikasi. Bukan aku doang, tapi korbannya udah banyaakk!! Please jangan instal!!"
0,1,1,0,"Pake LinkAja semua jadi beres, mau beli pulsa bayar BPJS sama Listrik juga bisa, aplikasi juga mudah digunakan, mau jajan gak bawa cash bisa pake QRIS jadi lebih nyaman dan aman."
0,0,-1,-1,"Belum bisa full service gara2 NIK dinyatakan pernah dipakai padahal gak pernah punya akun LINK sebelum ini. Kalau masalah ini bisa dibantu, aku kasih bintang 5"
0,-1,-1,0,aplikasi gimana ini login aja disuruh call admin apa gunanya ngirim verifikasi lewat no hp tapi tetap disuruh hub cs. mana udah topup 100rb gak bisa login.
0,1,1,0,"Aplikasinya bagus, fiturÂ² yang ada sangat menarik, sangat mudah digunakan dan dipahami, sangat mempermudah kita dalam bertransaksi, pokoknya sangat rekomended!!!"
0,1,1,0,"Aplikasinya memudahkan untuk transaksi supaya cashless, jd nya ga perlu ribet cari kembalian. Udah sering pake dan ga mengecewakan. Keren!"
-1,-1,-1,0,"Sungguh pengalaman yang buruk. Saya menyesal menggunakan link aja sebagai media transfer tarik tunai,tertera sukses namun uangnya tidak keluar. Saya sudah hubungi pihak link aja mulai dari email, Facebook, dan instagram namun responya lambat sekali. Saya sudah kapok menggunakan link aja sebagai media transfer.demi Allah Saya tidak berbohong, ini atas pengalaman pribadi Saya, sekedar memberitahu temenÂ²untuk berpikir ulang menggunakan link aja sebagai media transfer. Sekian terimakasih"
0,1,1,0,"Fitur di aplikasinya mudah digunakan. Buat bayar ini itu jadi lebih gampang, jadi ga usah bawa uang cash hehe"
-1,0,-1,0,"Aplikasi SAMPAH !!!Disuruh upload bukti saldo emoney lewat livechat dan hanya bisa lewat livechat aja, dan status di livechat masih dalam antrian terus..sekalinya terhubung kagak nyaut2, balik lagi nelpon ke cs, dan tetep gak ada solusi, tetep di disuruh lewat livechat secara berkala...hahahaha gilak kali, 6 jam padahal di pantengin tuh livechat kagak nyaut2. Ikhlasinajalah"
-1,-1,-1,0,Parah... pembelian pulsa terpending 30 jam belum masuk juga. sampai sebegitu lama...bolak balik di email.jawabannya hanya begitu2 aja tanpa selesaikan masalah dan saldonyapun tidak kembali di tlp ke cs.....hanya nguras pulsa yg ada tanpa dilayani
-1,0,-1,0,"Saya sebagai pengguna linkaja baru2 ini sangat kecewa. Saya lupa nomor PIN LinkAja saya, tetapi bukan diarahkan untuk mereset nomor PIN atau Vertifikasi Nomor lewat SMS, saya malah disuruh menunggu 10 menit yang membuat jadwal keberangkatan saya terlambat. Dimohon untuk LinkAja memperbaiki kesalahan Nomor PIN pengguna LinkAja agar tidak disuruh menunggu, tetapi diarahkan dengan cara lain."
-1,-1,-1,0,"Aplikasi payah masak mau reset pin aja susah, suruh telp call center ribet banget , ada opsi pertanyaan keamanan sama email tapi gabisa diklik , bukannya dipermudah malah dipersulit , nyesell banget download kalo nggak butuh buat bayar KAI ga bakal download"
0,-1,-1,0,"Untuk penggantian nomer lebih di permudah lagi karena nomer yang terdaftar di aplikasi tidak selamanya akan aktif, itu membuat susah untuk log in yang harus menerima kode OTP"
0,1,1,0,Good tingkatan kemudahan dan memutakhirkan guna kemajuan dan perkembangan
0,1,1,0,"Aplikasinya membantu, satu untuk semua, bisa melakukan transaksi apa aja hanya dari satu aplikasi. Sangat memudahkan. Tersedia Link Aja Syariah juga."
0,-1,-1,0,"#uninstalllinkaja, udah dua kali beli paket data mana saldo udah kepotong tapi paket data ngga pernah masuk. App gajelas emang :("
0,0,-1,-1,Ini saya ko upgrade account ko ga di acc terus yah padahal uangnya saya mau pakai malah tidak di acc terus upgrade accountnya
0,0,-1,-1,Harus berapa lama sih nunggu konfirmasi upgrade nya sementara akun udah ada isinya tpi tidak bisa digunakan tolong pencerahan nya yang punya aplikasi
-1,0,-1,0,"Pelayanan live chat sangat mengecewakan sekali, tidak ada respon sama sekali, katanya interaksi langsung nunggu sampe ketiduran parah amat, lagi butuh bantuan gini, bener bener dah kecewa"
-1,-1,-1,0,"Aplikasi apaan ini transfer selalu gagal ,,hubungi Cs Udah seminggu ga ad balasan ..nyesal pake aplikasi inii..gmna mau ngambil duitnya kalau tarik tunai gagal..transfer gagal"
1,1,-1,0,"02.16 8/7/2020 Ngisi paket data smartfren dari link aja, saldo sy sdh k potong.. Tpi pket data gk masuk di no hp ny .. Biasa nya gk pernh sperti nii ... Bru kali nii kecewa ð saldo bonus + saldo utama kepotong, padahal transaksi nya gagal 13.26 8/7/2020 Gk sampe 1x24 ... Saldo + saldo bunus sy kmbali ... Cz transaksi gagal ð¥° jadi aq nilai bintang 5 â¤ makasih Link yg Fast Respon .... ð"
0,1,1,0,"Wow transaksi mudah, murah biaya tf antarbank dan banyak promo2 kalo bayar2/beli pulsa/paket data ðð"
0,-1,-1,0,Reset password ngga bisa. Live chat ngga bisa. Mending hapus aja nih aplikasi. Liat koment di Instagram isinya cuma keluhan
0,-1,1,0,"Sangat membantu... , N knp Skr Linkaja ga bisa buat naik trans jkt,...? Aduh bikin masy. Susah aja, . Naik Transbjkt hrs pake app Tije, dan topup nya hrs pake astra pay yg , biaya top up ya minta ampun deeh... , Ayo Link aja masuk lagi ke Layanan Busway jkt"
-1,-1,-1,0,"Masuk akun aja banyak gangguanya,suruh hubungi call center, begitu d hubungi susah banget nyambung ke cs nya. masuk saldo juga aneh d riwayat sudah masuk, di tampilan utama saldo ga ada masuk. Tolong perbaiki kwalitasnya."
0,-1,0,-1,Sudah daftar lewat KTP dan data diri tetep saja ga bisa kirim uang.. Beli paket data di aplikasi ini bacaanya sukses....pas di cek sampai beberapa jm ga masukÂ² paket data yg saya sudah beli.. tolong sistem di perbaiki..
0,1,1,0,"Jujur, aku download apk ini tu krn dulu mau trip ke jogja-solo yg pake krl. Kan klo pake kartu harus beli dlu, tpi ada opsi lain yaitu pake LinkAja, lebih mudah jadinya. Eh ternyata selain bayar tiket krl, bisa buat bayar yang lain kek paket data, bpjs, bahkan kalo mau sedekah pun juga ada opsi dana sosial lhoo, keren bgt kan?.. Trus ada vouchernyaa, banyak lagi, mantap deh ni apk. Good jobb!!!"
0,1,1,0,"Mantap, menggunakan LinkAja menggairahkan hidup dengan transaksi yang lancar."
0,0,-1,-1,Linkaja dah berapa hari saya daftar aampai aaat ini blm juga selesai upgrade nya. Selalu dibilang server full App sangat mengwcwwakan
-1,-1,-1,0,"Di riwayat transfer berhasil tapi uang nya tidak masuk ke penerima, sudah di email tidak ada kejelasan kapan di refund, sampe nunggu 3 hari, dan terjadi lagi kemarin tgl 13. Teman saya tranfer, dan di riwayat transfer dia berhasil, tetapi uang nya tidak masuk ke LINK AJA milik saya, sudah di email tidak ada respon"
0,1,1,0,berguna banget sih buat dipakai di masa sekarang yg apaÂ² cashless. fiturnya juga gampang dipahami buat pengguna baru.
0,1,1,0,"Apk linkaja sangat bagus, memudahkan segala transaksi. Fitur nya lengkap bnget juga, suka banget sama linkaja. Luv bintang 5"
-1,1,-1,-1,"Kasih bintang dua aja dulu, bukan gag bagus, tapi saya ngajuin upgrade full service sampek hampir tiga minggu gag ada kabar. Males nunggu karena appnya nganggur dan nyampah di hp karena gag bisa ngapa ngapai. Customer servicenya juga gag membantu sama sekali. Jadi saya hapus dulu. Kalau ada perbaikan nanti saya instal lagi, soalnya fiturnya cocok banget dengan kondisi saya saat ini secara personal."
0,1,1,0,"aplikasinya bagus banget recommended bgt, karena banyak fitur-fitur nya juga, jadi lebih mudah"
0,1,1,0,Aplikasi yang sangat bermanfaat dan berguna untuk transfer atau bayar apapun sesuai sangat dengan kebutuhan saya saat ini
0,1,1,0,"Linkaja keren banget, fiturnya lengkap jadi gampang banget kalo mau bayar-bayar, terus juga banyak banget promonya"
0,-1,1,0,Untuk lainnya udah bagus tapi yg buat saya kecewa ketika hp dan kartu saya hilang akun saya udah gak bisa di buka dan mesti ada kode otp. Apa gak bisa login pakai nik ktp atau scan wajah?
0,-1,1,0,Aplikasi Link Aja ini sangat bagus dan membantu sekali. Saya berharap fitur bayar pajak untuk wilayah Sulawesi Tengah semua daerah Kabupaten bisa diakses.
1,1,1,0,"Aplikasi Link Aja untuk sekarang sedikit lebih membaik daripada aplikasi pada sebelumnya, kini lebih update dan lebih meningkaatkan kualitas pelayanannya. Aplikaai LinAja ini sangat mudah dan mendukung segala aktovitas yang nerkaitan dengan pembayaran maupun pembelian bahkan sampai tagihan. Sudah banyak mitra yang telah bekerja sama dengan aplikasi LinkAja ini sehinggga ketika kita sedang dalam kondisi dimanapun berada dan kondisi sedang tidak membawa uang tunai kota dapa menggunakan LinkAja. ð"
-1,-1,-1,0,"Mohon bantuannya, transaksi pembelian token listrik dari tanggal 15 feb 2023, status nya pending terus... Cobak hubungin call center gk nyambung2, cobak live chat, di suruh tunggu 1 x 24 jam, padahal transaksi pendingnya lebih dri 1 x 24 jam...malah di suruh hubungin live chat, lagi, mesin semua yg jawab, jdi ngaur jawabannya...kapok pakai link aja, permasalahan gk selesai. Mending hapus aplikasi aja... Gk bertanggung jawab ."
0,1,1,0,"Aplikasinya mudah, waktu transaksi di merchant juga gampang, pokoknya jadi segala sat set deh"
0,0,-1,-1,Aplikasi erorr udah 1 minggu belum di setujui untuk link full service
0,0,-1,-1,"Susah amat make aplikasi ini udah 3 hari minta upgrade belum diproses padahal saya sudah topup jadi susah stak di basic, sunggu sangat mengecewakan"
-1,-1,-1,0,"Penanganannya kurang memuaskan, mau buka blokiran aja sulitnya minta ampun, mau telfon call center aja gk bisa"
0,1,1,0,"Applikasi yg mudah digunakan, tdk pake ribet. Semua pembayaran lebih mudah pake LinkAja. Good Appsððððð"
0,1,1,0,Tampilannya nyaman dan yang paling penting bisa dipake buat naik krl jadi nggak perlu worry kalo kartu ketinggalan
0,-1,-1,-1,Aplikasi ngerampok secara halus udah masukin uang malah ga bisa kirim uang dan aplikasi minta upgrade sudah di upgrade sampai sekarang ga kelar-kelar Uang masih nyangkut ga bisa di apa-apain
0,0,-1,-1,"Kelamaan full service, uang nya di linkaja, tapi lama full service, aplikasi gak jelas"
0,-1,-1,0,"Aplikasi eror, gabisa login jaringan bagus padahal tulisannya ""koneksi terputus"""
-1,-1,-1,0,"Aplikasi gak berguna, setelah topup lupa pin, akun terblokir. Cara buka blokir harus hubungi lewat email setelah via email dapat balesan lewat chat with expert. Menunggu lama Berjam jam GK ada tanggapan di live chat nya. Sungguh membuang buang waktu"
