content,Preprocess,CustomerService_prediksi,FiturAplikasi_prediksi,UserExperience_prediksi,Verifikasi_prediksi
Sangat buruk..buat kalian mau bayar tagihan mending mikir-mikir dulu..uda 2 kali sy bayar tagihan indihome dan dua-duanya sukses. Tapi pihak indihome belum menerima..dan saya hubungi pihak link aja tapi nggak bisa dihubungi..udalah..habis pulsa buat nelpon lagi, buruk    bayar tagih mending mikir mikir  uda kali  bayar tagih indihome   dua sukses   indihome  terima   hubung  linkaja aja    hubung uda habis pulsa  nelpon ,-1,-1,-1,0
"Tidak bisa masuk ke akun sy, disuruh riset pin, sudah riset tapi tetap tidak bisa masuk.",tidak  masuk  akun  suruh riset pin  riset   tidak  masuk ,0,-1,-1,0
"Sudah isi saldo tapi tidak bisa dipakai karena harus reset pin dan ketika reset pin aplikasinya selalu gagal koneksi, tolong diperbaiki nanti saya tambah bintangnya", isi saldo  tidak  pakai   reset pin   reset pin aplikasi  gagal koneksi tolong baik    bintang,0,-1,-1,0
"Mudah digunakan, fiturnya banyak, beli pulsa, bayar listrik, transfer bank transaksi cepat masuk.",mudah  fitur  beli pulsa bayar listrik transfer bank transaksi cepat masuk ,0,1,1,0
Punya sy sdh hampir 2 bulan utk mengajukan upgrade tapi tak ada respon.,      aju tingkat    respon ,-1,0,-1,-1
"Ini bagaimana pihak linkaja sangat mempersulit sekali, saldo saya mau saya alihkan ke no baru tapi kenapa masih belum juga, persyaratan sudah saya penuhi semua tetapi masih tetap seperti dibiarkan, bagaimana ini kelanjutan nya, masa iya harus saya telp terus sedangkan sekali nelpon jawabannya sangat tidak memuaskan, pulsa udah abis tetap aja hasilnya nihil, tolong segera diproses dong toh persyaratan yang di butuhkan sudah terpenuhi. Saya tunggu segera....",   linkaja  sulit  saldo    alih  nomor       syarat   penuh      biar   lanjut   iya   telepon    nelpon   tidak muas pulsa udah habis  aja hasil nihil tolong  proses   syarat   butuh  penuh  tunggu  ,-1,0,-1,-1
Tolong d benahi udah 2 hari masalahnya nggk kelar2..aku TRANSFER uang ke rekening bank yg d tuju saldo kepotong ..tapi uang nggk ada masuk ke rekening yg d tuju.....belum ada penyelesaian sampai sekarang...pngaduan udah sering tapi tdk ada penyelesaian nya...udah bertahun2 makek link ke embat..pula,tolong  benah udah   nggk kelar  transfer uang  rekening bank   tuju saldo potong  uang nggk  masuk  rekening   tuju   selesai   pngaduan udah   tidak  selesai  udah tahun pakai linkaja  embat ,0,-1,-1,0
"Aplikasinya sangat jelek, saya sudah masukan pin dengan benar mlh akun saya terblokir, terus klw buat login pasti gabisa. Aplikasinya rusak!!!",aplikasi  jelek   masuk pin  benar  akun  blokir    masuk  gabisa aplikasi rusak ,0,-1,-1,0
"Aplikasi link aja recommended buat kalian yg pengen transaksi mudah tanpa ribet, bisa buat isi pulsa, bayar tagihan listrik dll Jangan lupa keamanan nya ok, ui nya simpel",aplikasi linkaja aja rekomendasi    ken transaksi mudah  ribet   isi pulsa bayar tagih listrik    jangan lupa aman  ok antarmuka guna  simpel,0,1,1,0
"Dompet digital yang gak jelas sistem nya,habis gw melakukan transaksi,saldo udah di tarik,tapi transaksi nya gagal,tapi uang gw gak d kembaliin.udah gw bikin laporan tapi gak di respon.",dompet digital  gak  sistem  habis   transaksi saldo udah  tarik  transaksi  gagal  uang  gak  kembaliin udah  bikin lapor  gak  respon ,-1,-1,-1,0
"Aplikasi yang mudah digunakan, fitur banyak dan lengkap. God Job!",aplikasi  mudah  fitur   lengkap bagus kerja ,0,1,1,0
"Aplikasi e-wallet yang praktis, mau beli dan bayar apa aja jadi gampang, dan ada promo menarik juga.",aplikasi elektronik dompet  praktis  beli  bayar  aja  gampang   promo tarik  ,0,1,1,0
"wahh mantul pollll, transaksi jauh lebih mudah, fiturÂ²nya juga mudah di pahami", mantul habis transaksi   mudah fitur   mudah  paham,0,1,1,0
"akun lama yg sudah lama tidak dibuka lalu install apk kembali tp tidak bisa login/tidak dpt di akses, dan tidak ada solusi sama sekali karna tidak ada customer servis yg bisa dihubungi. bintang 0",akun lama   lama tidak buka  pasang aplikasi   tidak  masuk tidak   akses  tidak  solusi    tidak  customer servis   hubung bintang ,-1,-1,-1,0
"Top up emoney pakai linkaja, saldo linkaja berkurang tp saldo emoney gak nambah.. sudah hub. Call centre via tlp, email, twitter gak ada respon... Kalau bisa kasih bintang minus sudah saya kasih minus ratingnya",mantap  uang digital pakai linkaja saldo linkaja kurang  saldo uang digital gak nambah  hubung panggil pusat via telepon email twitter gak  respon   kasih bintang minus   kasih minus ratingnya,-1,-1,-1,0
"Aplikasi linkaja ini benerÂ² serbaguna yaa bisa buat beli pulsa/data, bayar listrik juga dan yang paling penting bisa buat naik kereta, pokoknya masih banyak lagi fiturÂ² bermanfaat di aplikasi ini. Pengisian saldo nya juga mudah banget bisa menggunakan banyak metode.",aplikasi linkaja  bener serbaguna    beli pulsa data bayar listrik         kereta pokok    fitur manfaat  aplikasi  isi saldo   mudah     metode ,0,1,1,0
"Aplikasi kurang buat penanganan nya , reset pin telpon costumer service lebih 5 kali tidak ada hasil, chat agent yg nama nya ZOYA di suruh isi formulir baru juga di isi percakapan di akhiri , tolong tingkatkan pelayanan kepada pelanggan nya ð",aplikasi kurang  tangan  reset pin telpon costumer servis  kali tidak  hasil obrol agen  nama  zoya  suruh isi formulir    isi cakap   tolong tingkat layan  langgan  ,-1,0,-1,0
"Saldo saya berkurang sebesar Rp.440.000,-. Keterangannya untuk Bayar Merchant Kioser Payment, dimana transaksi ini tanpa sepengetahuan saya atau tanpa pemberitahuan sebelumnya. Ini maksudnya apa ???",saldo  kurang  rupiah terang  bayar dagang kioser bayar mana transaksi   tahu    pemberitahuan   maksud  ,0,-1,-1,0
Tolong perbaiki layanan untuk upgrade sudah berulang kali upgrade tapi gagal terus,tolong baik layan  tingkat  ulang kali tingkat  gagal ,0,0,-1,-1
"Apk terburuk yg pernah saya pake,pemindahan saldo akun saya udah 5bulan sampai sekarang gak jelas,semua prosedur udah saya isi,dan di suruh nunggu 3x24 jam Alhamdulillah udh 5bulan saya tunggu,gak ada penjelasan nya",aplikasi buruk    pakai pindah saldo akun  udah    gak   prosedur udah  isi   suruh nunggu  jam alhamdulillah udah   tunggu gak  jelas ,0,-1,-1,-1
Aplikasinya sangat canggih dan sangat membantu. Membuat mundah untuk membeli paket internet ataupun membayar token listrik. Pokoknya terbaikk ðð»ðð»ðð»,aplikasi  canggih   bantu  mudah  beli paket internet  bayar token listrik pokok baik ,0,1,1,0
"Aplikasi yang sangat mudah untuk digunakan, dan mempermudah kegiatan jugaaaa",aplikasi   mudah    mudah giat ,0,1,1,0
"Aplikasi nya suka gagal transaksi uang nya gak balik. Hati"" penipuan menamakan link saya di iming"" i saldo saya di kembalikan ternyata tidak ada di kembalikan saya merasa di tipu Mohon agar pelayanan link terhadap nasabah d perbaiki data nya di Rahasia kan",aplikasi  suka gagal transaksi uang  gak  hati tipu nama linkaja   iming  saldo   kembali  tidak   kembali    tipu mohon  layan linkaja  nasabah  baik data   rahasia ,0,-1,-1,0
"BALIKIN DUIT GUE. Topup emoney 500ribu via link aja, saldo udah kepotong, di emoney udah update saldo, tapi saldo nya ga masuk sampe sekarang. Ngubungi call center ga pernah diangkat. Via chat ga dibalas. Malah muncul notif keluhan udah selesai. Apanya yang udah selesai. Duit nya ga balik ke saldo link aja, di emoney juga ga nambah. Barusan bisa kontak call center nya dapat nomor laporan dilempar suruh lewat chat buat ditindaklanjuti. What the hell",balikin duit gue isi uang digital ribu via linkaja aja saldo udah potong  uang digital udah baharu saldo  saldo  ga masuk   hubung panggil pusat ga  angkat via obrol ga balas  muncul notifikasi keluh udah selesai   udah selesai duit  ga   saldo linkaja aja  uang digital  ga nambah barusan  kontak panggil pusat   nomor lapor lempar suruh  obrol  ditindaklanjuti what the hell,-1,-1,-1,0
"tdk bisa menggunakan katanya hp terdeteksi root,padahal belum pernah di root",tidak    telepon deteksi sumber     sumber,-1,0,-1,0
Aplikasi bagus sekali. Transaksi listrik lancar banget. Bayar qris juga enak. Enak buat belanja,aplikasi bagus  transaksi listrik lancar  bayar qris  enak enak  belanja,0,1,1,0
"Aplikasinya enak banget buat tranfer-tranfer, buat bayar kuliah juga gampang, top up e money juga gampang, setelah di update jadi mudah",aplikasi enak   transfer transfer  bayar kuliah  gampang mantap  elektronik uang  gampang   baharu  mudah,0,1,1,0
"Apk ini sangat stabil,dan mudah dlm penggunaan nya. Semoga kedepanx lebih baik lagi dan mengurangi kendala yg terkadang ada diwaktuÂ² tertentu. SPT gagal transfer. Jaya terus utk Linkaja",aplikasi   stabil  mudah  guna  moga depan  baik   kurang kendala  terkadang  waktu   gagal transfer jaya   linkaja,0,-1,1,0
"Nge premium in akun aja lama banget,saya sudah nunggu 2 hari tapi dalam proses mulu!", premium dalam akun aja lama    nunggu    proses mulu ,0,0,-1,-1
"Aplikasi eror,untuk transaksi gak bisa,aku coba loguot,eh login lagi malah gak bisa",aplikasi rusak  transaksi gak   coba   masuk   gak ,0,-1,-1,0
mohon dong kak aplikasi link nya udh 1 mnggu tidak bisa di buka. saya susah klw mw belanja apalagi di link saldox masih ada sudah 1 mnggu gak bs di buka2 . mohon bantuannya secepatnya kak,mohon  kak aplikasi linkaja  udah minggu tidak   buka  susah   belanja   linkaja saldo    minggu gak   buka mohon bantu cepat kak,0,-1,-1,0
"Aplikasi tdk berguna Saya menyimpan saldo didalam buat kebutuhan mendesak, tapi ketika hari H dh tiba. Pas mau tarik saldo disuruh upgrade fullservice. Udah ajukan seminggu lebih malah tdk ada perkembangan Hubungi cs juga tdk ada respon",aplikasi tidak guna  simpan saldo dalam  butuh desak       pas  tarik saldo suruh tingkat layan penuh udah aju minggu   tidak  kembang hubung layan langgan  tidak  respon,-1,-1,-1,-1
Selama pake nih apk untuk menerima pembayaran cukup lancar untuk pengiriman pun gada biaya admin mantep dah, pakai  aplikasi  terima bayar  lancar  kirim  tidak  biaya admin mantep ,0,1,1,0
"Segala transaksi pembayaran sangat mudah Dilakukan dg aplikasi ini ,aplikasi pembayaran apapun semua ada di LinkAja .terima kasih", transaksi bayar  mudah   aplikasi  aplikasi bayar apa    linkaja terima kasih,0,1,1,0
Ka tolong dong dipercepat upgrade fullservice punya saya karna uangnya mau dipake udh seminggu lebih ga bisa bisa,kak tolong  cepat tingkat layan penuh    uang  dipake udah minggu  ga  ,0,0,-1,-1
"Akun terparah yang pernah saya pakai, banyak kendalanya dari salah satu misalnya soal customer servicenya yang buruk, susah untuk dihubungi. Sepertinya tidak niat membuat sebuah aplikasi. Maaf... Untuk saat ini bitang 1 dulu",akun parah    pakai  kendala  salah    customer servis  buruk susah  hubung  tidak niat   aplikasi maaf    bintang ,-1,0,-1,0
"Ini aplikasi paling mengecewakan,beberapa kali isi saldo emoney ada aja yang ter-pending dan saldo di gantung,telvon CS yang satu bilang status berhasil yang satu lagi bilang sedang di tindak lanjuti.alhasil uang mengendap gak bisa di pakai dan harus mengeluarkan uang lagi untuk isi emoney. SANGATÂ² MENGECEWAKAN NOT RECOMMENDED!!!", aplikasi  kecewa  kali isi saldo uang digital  aja  ter tunda  saldo  gantung telpon layan langgan   bilang status hasil    bilang   tindak  alhasil uang endap gak   pakai   keluar uang   isi uang digital  kecewa tidak recommended ,0,-1,-1,0
"Applikasinya the best banget, fiturnya lengkap dan prosesnya cepet banget, gokil si",aplikasi the baik  fitur lengkap  proses cepat  gokil si,0,1,1,0
Aplikasi linkaja sangat rekomendasi fiturnya yang memudahkan simple dan praktis digunakan untuk transaksi,aplikasi linkaja  rekomendasi fitur  mudah simpel  praktis   transaksi,0,1,1,0
"mudah dan nyaman dijalankan aplikasi nya, transaksi segala transaksi jadi gampang dan praktis",mudah  nyaman jalan aplikasi  transaksi  transaksi  gampang  praktis,0,1,1,0
"lancar banget, tiap transaksi jadi gampang. biaya admin standar lah buat aplikasi yg bisa topup dimana aja",lancar   transaksi  gampang biaya admin standar   aplikasi   isi mana aja,0,1,1,0
Sangat merigakan isi pulsa 200rb ga masuk saldo terpotong komplain tidak reapon hanya di jawab livechat otomatis email ga di valas tlp cs ga pernah bs, rugi isi pulsa  ga masuk saldo potong komplain tidak respon    japri otomatis email ga  balas telepon layan langgan ga  ,-1,-1,-1,0
"Aplikasinya mudah digunakan dan cukup lengkap fitur- fitur nya . Pokoknya sangat memudahkan aktivitas , seperti membayar tagihan, beli pulsa, beli tiket pesawat, kirim uang dan lain lain, jadi tidak perlu ribet ribet lagi pergi kesana kesini karna udh ada LinkAja yang sangat membantu. Keren ðð",aplikasi mudah    lengkap fitur fitur  pokok  mudah aktivitas  bayar tagih beli pulsa beli tiket pesawat kirim uang     tidak  ribet ribet  pergi kesana kesini  udah  linkaja   bantu keren ,0,1,1,0
Proses upgrade sangat lambat.. Tlfn cs juga sedang sibuk. Parah ini apk linkaja,proses tingkat  lambat telpon layan langgan   sibuk parah  aplikasi linkaja,-1,0,-1,-1
"Upgrade layanan full service selalu gagal. Alasannya selalu foto tidak terbaca. Kamera depan belakang sudah bagus, pas pake kamera dari aplikasi LinkAja jadi burem.",tingkat layan penuh servis  gagal alas  foto tidak baca kamera    bagus pas pakai kamera  aplikasi linkaja  burem ,0,-1,-1,-1
Aplikasi yang sangat memudahkan untuk membayar tagihan dan fiturnya pun gak ribet mudah di pahami,aplikasi   mudah  bayar tagih  fitur  gak ribet mudah  paham,0,1,1,0
"Setelah lama gk pake dan memutuskanmau pake lg link aja dan topup, dan yg terjadi adalah saldo gk msk"", aplikasi lain ud canggih"" top up dlm kedipan mata ud msk, lah ini kaya kembali ke zaman 10th lalu. Update. Krna gk masuk"" saldony akhirnya coba untuk logout dan login lg, eh yg trjadi malah akin terblokir. Parah"" 200rb melayang", lama gak pakai  putus  pakai  linkaja aja  isi     saldo gak masuk aplikasi  udah canggih mantap   kedip mata udah masuk   kaya   zaman th  baharu  gak masuk saldony  coba    masuk      akun blokir parah  layang,0,-1,-1,0
Aplikasinya bagus mudah dan sangat-sangat membantu fitur fiturnya bermanfaat banget deh pokoknya,aplikasi bagus mudah    bantu fitur fitur manfaat   pokok,0,1,1,0
"Pakai LinkAja bisa transfer ke mana-mana, transfer cepat dan mudah digunakan.",pakai linkaja  transfer    transfer cepat  mudah  ,0,1,1,0
"Penggunaan LinkAja gampang banget, untuk transaksi dan top up juga gampang, enak digunakan untuk transaksi terlebih LinkAja sudah terhubung beberapa aplikasi seperti KA Access, gojek dan lainnya jadi mudah mau melakukan pembayaran secara digital",guna linkaja gampang   transaksi  mantap   gampang enak   transaksi  linkaja  hubung  aplikasi  kak akses gojek    mudah   bayar  digital,0,1,1,0
"Aplikasinya mengecewakan, saya beli paket data statusnya suskes tapi tidak masuk. Komplain ke CS malah lama tanggapannya. Tolong di perbaiki dan uangnya dikembalikan ke saya",aplikasi kecewa  beli paket data status suskes  tidak masuk komplain  layan langgan  lama tanggap tolong  baik  uang kembali  ,-1,-1,-1,0
Aplikasi yang sangat rekomended. Semua transaksi ada dn fiturny mudah digunain,aplikasi   rekomendasi  transaksi   fiturny mudah digunain,0,1,1,0
Ruwet. Cs ga ad yg standby ato gimana. Telp call center 10x lebih tidak tersambung berbayar pula. 3rb x 10 sudah brapa. Dapat notif suruh hubungi live chat yg d aplikasi maupun web. Namun sama aja ga nyambung berkali2 di coba sama aja. Sudah kami email juga g ad repon.,ruwet layan langgan ga     gimana telepon panggil pusat   tidak sambung bayar       notifikasi suruh hubung langsung obrol   aplikasi  web   aja ga nyambung kali  coba  aja   email  gak  respon ,-1,-1,-1,0
Parah kode OTP gak dikirim kirim sudah beberapa kali dicoba mau regist. Tolong diperbaiki donk apk nya,parah kode kode gak kirim kirim   kali coba  daftar tolong baik  aplikasi ,0,-1,-1,0
"Saya transaksi pulsa. Sudah 4 hari belum masuk, pending. Tidak ada respond sama sekali. Mengecewakan.", transaksi pulsa    masuk tunda tidak  respon   kecewa ,-1,-1,-1,0
Aplikasi tidak berguna! Upgrade fullservice sudah 2 bulan nggak bisa! Mana customers service cuma robot!,aplikasi tidak guna tingkat layan penuh      langgan servis  robot ,-1,0,-1,-1
"Apk nya sangat membantu dan bermanfaat. Setiap mau kerja naik krl tinggal gunakan linkaja, bayar tagihan pulsa, listrik dll juga mudah, jadi tidak perlu repot menyiapkan banyak uang cash. Pokoknya semua kebutuhan terpenuhi dlm satu aplikasi, rekomen bangett.",aplikasi   bantu  manfaat   kerja  kereta rel listrik tinggal  linkaja bayar tagih pulsa listrik     mudah  tidak  repot   uang tunai pokok  butuh penuh   aplikasi rekomendasi  ,0,1,1,0
Aplikasi nya eror... Mau masuk ke akun juga gak bisa. Padahal baru isi saldo. ð¥ºð¥º,aplikasi  eror  masuk  akun  gak    isi saldo ,0,-1,-1,0
"Hanya dengan satu aplikasi bisa untuk beragam transaksi, bisa isi pulsa, paket data, bayar token, bayar KRL, mudah dan cepat. Suka banget ð",   aplikasi   agam transaksi  isi pulsa paket data bayar token bayar kereta rel listrik mudah  cepat suka  ,0,1,1,0
Aplikasi Mengecewakan!! Sudah Transfer pending terus,aplikasi kecewa  transfer tunda ,0,-1,-1,0
"Oalah, emang bobrok sistemnya. Baca review lain jadi tau kalo emang upgrade account LinkAja itu bobrok. Sudah berhari-hari pengajuan upgrade acc tapi masih belum terupgrade. Beda banget sama ewallet sebelah yang sat-set prosesnya. Data pribadi untuk upgrade account lalu buat apa ya? Kalo ada bintang 0 udah gua kasih bintang 0 buat servicenya!!!",oalah emang bobrok sistem baca review   tau  emang tingkat akun linkaja  bobrok  hari  aju tingkat terima    tingkat beda   dompet digital belah  sat set proses data pribadi  tingkat akun       bintang udah gua kasih bintang  servicenya ,0,0,-1,-1
asli suka banget sama link aja. memudahkan dalam bertransaksi digital. trs banyak promonya juga ððð,asli suka   linkaja aja mudah  transaksi digital   promo  ,0,1,1,0
"Lebih di tingkatkakan pengamannya, saat login lengkapi dengan sandi, pola, sidik jari dan lain-lain. ðð¼",  tingkat kam  masuk lengkap  sandi pola sidik jari    ,0,1,1,0
"Sy udh berulangkali download aplikasi linkaja namun smpai detik ini tdk bs di buka dan selalu bgtu terus pdhl sy udh daftar memakai no hp dan akun namun tdk bs di buka, dan celakanya lagi sy udh isi saldo mau sy gunakan bgtu terus solusinya gmn ya", udah ulang kali unduh aplikasi linkaja   detik  tidak   buka   bgtu    udah daftar pakai nomor telepon  akun  tidak   buka  celaka   udah isi saldo    bgtu  solusi gimana ,0,-1,-1,0
Untuk transaksi lebih mudah. Tapi mohon...saya veripikasi wajah nya selalu tidak berhasil...sehingga saya tidak bisa kirim uang ke yang lain, transaksi  mudah  mohon  verifikasi wajah   tidak hasil   tidak  kirim uang   ,0,-1,-1,-1
"Semua call center gabisa dihubungi, livechat cuma muter muter sama bot, call center sibuk terus cuma habisin pulsa, semua media ig,twt, gabisa dihubungi, payahh", panggil pusat gabisa hubung japri  mutar mutar  robot panggil pusat sibuk   habisin pulsa  media instagram twitter gabisa hubung payah,-1,0,-1,0
"Fiturnya mudah dipahami dan menarik. Segala urusan menjadi mudah, terimakasih LinkAja",fitur mudah paham  tarik  urus  mudah terimakasih linkaja,0,1,1,0
"Aplikasi ini membantu dan mudah untuk diakses, fiturnya juga lengkap. Sekarang lebih mudah karena sudah ada link aja yang mudah diakses kapan saja dan dimana saja. Pemakaian aplikasi lancar membuat setiap orang senang dalam bertransaksi!!!",aplikasi  bantu  mudah  akses fitur  lengkap   mudah    linkaja aja  mudah akses    mana  pakai aplikasi lancar   orang senang  transaksi ,0,1,1,0
Aplikasi yg memudahkan kita membayar kebutuhan sehari-hari melalui hp. Tidak rumit karena tampilannya simple dan mudah dipahami,aplikasi  mudah  bayar butuh hari   telepon tidak rumit  tampil simpel  mudah paham,0,1,1,0
"Kenapa saya mendapatkan notifikasi untuk konfirmasi di email saya, padahal sebelumnya tidak pernah mendownlod aplikasi ini? Ada yang bisa jelaskan kenapa?",   notifikasi  konfirmasi  email    tidak  unduh aplikasi       ,0,-1,-1,-1
Aplikasi link aja ternyata aman buat simpan saldo. Mantap.ð,aplikasi linkaja aja  aman  simpan saldo mantap ,0,-1,1,0
"sejauh ini belum ada kendala, mudah di gunakan, mudah untuk melakukan transaksi apapun",    kendala mudah   mudah   transaksi apa,0,1,1,0
Link sangat membantu sekali dalam pekerjaan sehari yg Ari bagus banget,linkaja  bantu   kerja hari   bagus ,0,1,1,0
"Hallo, kenapa upgrade ke full servis sangat lama yah? Padahal di aplikasi proses 1x24 jam, tapi ini sudah seminggu gak ada pemberitahuan akun sudah di upgrade",  tingkat  penuh servis  lama    aplikasi proses  jam    minggu gak  pemberitahuan akun   tingkat,0,0,-1,-1
"Aplikasi buruk, bayar tagihan internet respon sukses saldo ke potong tapi tagihan tidak hilang, malah layanan terisolir, sudah lapor ke live chat malah tidak ada respon hampir 6 jam, telpon call center malah di suruh minta bantuan ke live chat lagi, habisin pulsa dan waktu",aplikasi buruk bayar tagih internet respon sukses saldo  potong  tagih tidak hilang  layan isolir  lapor  langsung obrol  tidak  respon  jam telpon panggil pusat   suruh  bantu  langsung obrol  habisin pulsa  ,-1,-1,-1,0
"Aplikasinya bagus, simple gak ribet, pokoknya enak sih dipake buat transaksi",aplikasi bagus simpel gak ribet pokok enak  dipake  transaksi,0,1,1,0
"udah lama pake ni aplikasi,sejauh ini sangat membantu buat top up segala macem setiap bulan,tampilan nya juga mudah di mengerti,pokoknya membantu banget deh ð",udah lama pakai ni aplikasi    bantu  mantap      tampil   mudah  erti pokok bantu   ,0,1,1,0
App nya bagus dan simple. Bikin transaksi keuangan lebih mudah dan praktis,aplikasi  bagus  simpel bikin transaksi uang  mudah  praktis,0,1,1,0
Suka banget pake link aja. Karna banyak cashback maupun diskonnya. Bisa tarik tunai juga memudahkan penggunanya banget. Dan bagusnya skrg ada layanan syariah juga. Tapi yg paling penting bikin hemat banget sih pake link aja.,suka  pakai linkaja aja   uang   diskon  tarik tunai  mudah guna   bagus   layan syariah      bikin hemat   pakai linkaja aja ,0,1,1,0
"Aplikasinya sangat membantu, gak perlu keluar tinggal klik langsung kelar",aplikasi  bantu gak   tinggal tekan langsung kelar,-1,-1,-1,0
"Aplikasi ny sangat membantu untuk peminjaman secara aman, mudah, rekomendasi buat kalian yang butuh aplikasi peminjaman online",aplikasi   bantu  pinjam  aman mudah rekomendasi    butuh aplikasi pinjam daring,0,1,1,0
Sy download aps ini karena adanya informasi aturan pengisian BBM yg baru lewat mypertamina dan linkaja. Sudah upgrade juga dan deposit uang cukup untuk isi BBM mobil full tank tapi malah ga bisa dipakai buat top up e-money dll atas arahan CS kirim email dan un install lalu download aps lg dgn versi terbaru. Tapi kok malah ga bisa login. Coba bersabar menghubungi CS selama 1 bln baru dpt jawaban kalau lewat livechatt bisa.. setelah dibuka aps nya malah ga bisa livechatt.. gimana nih!!????, unduh aplikasi    informasi atur isi bbm    mypertamina  linkaja  tingkat   deposit uang   isi bbm mobil penuh tank   ga  pakai  mantap  elektronik uang     arah layan langgan kirim email  un pasang  unduh aplikasi   versi baru    ga  masuk coba sabar hubung layan langgan        japri   buka aplikasi   ga  livechatt gimana  ,0,-1,-1,0
"Sangat lambat sistem untuk upgrade aplikasi Di butuhkan waktu berbulanÂ² dan ga pernah berhasil Hanya muncul notif ( upgrde full service gagal coba lagi besok, ya! )", lambat sistem  tingkat aplikasi  butuh  bulan  ga  hasil  muncul notifikasi tingkat penuh servis gagal coba  besok  ,0,0,-1,-1
"Kecewa 2 kali top up e'money , uang ke potong saldo ga masuk"" , emng apk ga bner ni mending ke sebelah kapok udh 2kali ga ada perubahan gini trus Ngeri isi etol di sini",kecewa kali mantap  elektronik uang uang  potong saldo ga masuk emang aplikasi ga benar ni mending  belah kapok udah kali ga  ubah gin  ngeri isi tol elektronik  ,0,-1,-1,0
"Fiturnya sangat lengkap, hemat waktu gaperlu ribet. Terimakasih",fitur  lengkap hemat  gaperlu ribet terimakasih,0,1,1,0
Sangat membantu daftar premium langsung di terima tanpa ribet.kirim uang.tapi kalo bisa kalo tarik tunai di ATM bersama ataudi link biayaya nya jangan terlalu besar ð¤­, bantu daftar premium langsung  terima  ribet kirim uang     tarik tunai  atm   linkaja biaya  jangan   ,0,-1,-1,0
"Aplikasi taik ini emg proses upgrednya sudah satu bulan belum juga selesai , sudah top up saldo lumayan ngak bisa di pergunakan betul taik ini apl",aplikasi taik  emang proses tingkat      selesai  mantap  saldo lumayan    guna  taik  aplikasi,0,0,-1,-1
"Terima kasih, link aja ngebantu banget ni, buat transaksi apa aja bisa. Recomended banget pokoknya.",terima kasih linkaja aja ngebantu  ni  transaksi  aja  rekomendasi  pokok ,0,1,1,0
aplikasi ini bagus banget terutama fitur-fiturnya sudah bagus bisa bayar dan beli apa aja disini semoga kedepannya aplikasi ini bermanfaat,aplikasi  bagus   fitur fitur  bagus  bayar  beli  aja  moga depan aplikasi  manfaat,0,1,1,0
"Asliii ini apss berguna banget ketika saya harus membayar beberapa tagihan tagihan dengan mudah dan tinggal pencet pencet doang selesai, dan tersedia pengisian saldo dengan metode apapun. Apalag biaya admin nya murah lagi.",asli  aplikasi guna     bayar  tagih tagih  mudah  tinggal pencet pencet  selesai  sedia isi saldo  metode apa  biaya admin  murah  ,0,1,1,0
"Saya sudah 2 tahun pakai aplikasi ini semua transaksi lewat link aja.. maaf untuk sekarang saya berhenti, karna terlalu mahal menurut saya sudah tidak wajar.",   pakai aplikasi   transaksi  linkaja aja maaf    henti   mahal    tidak wajar ,0,-1,-1,0
Sudah berkali kali verifikasi untuk bisa ke full service ..tapi ko ga bisa..tolong link aja.untuk bisa mempermudah...masuk le full service terimah kasih, kali kali verifikasi    penuh servis   ga  tolong linkaja aja   mudah masuk  penuh servis terimah kasih,0,0,-1,-1
"Tolong di perbaiki ,saya lupa pin mau reset pin gagal melulu, mau saya buka akun baru dan hapun akun lama malah suruh menghubungi CSnya,,, Tolonglah di perbaiki sistemnya kalau bisa di permudah untuk proses lupa pin dan buka pin terblokirnya",tolong  baik  lupa pin  reset pin gagal melulu   buka akun   hapus akun lama  suruh hubung csnya tolong  baik sistem    mudah  proses lupa pin  buka pin blokir,0,-1,-1,0
"Sudah 2x Saya tidak mendapatkan cashback promo bonus saldo LinkAja. Padahal sudah mengikuti petunjuk Syarat & Kententuan Berlaku. Nb : Promo tersebut masih baru, sudah melaporkan keluhan belum ada tanggapan.",   tidak  uang  promo bonus saldo linkaja   ikut tunjuk syarat tentu laku tambah promo     lapor keluh   tanggap ,-1,0,-1,0
"Akhirnya nemu apk pinjol yg prosesnya cepat,misal ada trouble CS nya jg cepat tanggap dan memberikan solusi yg mudah dimengerti,aman juga", nemu aplikasi pinjol  proses cepat    layan langgan   cepat tanggap   solusi  mudah erti aman ,1,1,1,0
"Di era digital seeprti sekarang ini, pake LinkAja sangat praktis. Bisa transaksi apapun cuma pake 1 aplikasi. Bener-bener apa-apa bisa. Mau beli pulsa, token listrik, payment grab gojek juga bisa. Sangat praktis sekalið¥°", era digital    pakai linkaja  praktis  transaksi apa  pakai aplikasi bener bener     beli pulsa token listrik bayar grab gojek    praktis  ,0,1,1,0
"Setiap saya mau upgrade full service pasti selalu error di foto wajah, udah telfon cs 5x cuman bisa ngasih solusi untuk reset pendaftarannya, setelah dicoba begitu lagi begitu lagi. Capek saya telfon cs terus.",   tingkat penuh servis   rusak  foto wajah udah telpon layan langgan  cuman  ngasih solusi  reset daftar  coba     capek  telpon layan langgan  ,-1,0,-1,-1
"Hari gini verifikasi masih pake SMS teruss payahhhh, ga kyk apk lain udh pada verifikasi pake WA.. Mempersulit yg nomor nya sudah hilang", gin verifikasi  pakai layan pesan singkat  payah ga kyk aplikasi  udah  verifikasi pakai wa sulit  nomor   hilang,0,0,-1,-1
